Profile: 0/IDA/Te Time: @4.000000 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  1.0000      0.21738      0.21738      0.21738
  1.0000      0.16210      0.16210      0.16210
  1.0000      0.16158      0.16158      0.16158
  1.0000      0.38042      0.38042      0.38042
  1.0000      0.17238      0.17238      0.17238
  1.0000      0.36274      0.36274      0.36274
  1.0000      0.17067      0.17067      0.17067
  1.0000      0.40272      0.40272      0.40272
  1.0000      0.17290      0.17290      0.17290
  1.0000      0.20417      0.20417      0.20417
  1.0000      0.10292      0.10292      0.10292
  1.0000      0.18919      0.18919      0.18919
  1.0000     0.092326     0.092326     0.092326
  1.0000      0.17732      0.17732      0.17732
  1.0000     0.079487     0.079487     0.079487
  1.0000      0.14139      0.14139      0.14139
  1.0000      0.14582      0.14582      0.14582
  1.0000      0.24374      0.24374      0.24374
  1.0000      0.16816      0.16816      0.16816
  1.0000      0.11647      0.11647      0.11647
  1.0000     0.020000     0.020000     0.020000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
  0.0000       0.0000       0.0000       0.0000
